# mu sigma alow ahigh nlow nhigh logL logPrior
5.523376826614356105e+03 1.560879133621446968e+01 5.618342001965755950e-01 1.746461967296511819e+00 2.615017763071309176e+00 2.330914066470823443e+00 -inf 0.000000000000000000e+00
5.573243519105657469e+03 1.034406518821740484e+01 5.582414694700559288e-01 1.096872172574024695e+00 2.022517067244606448e+00 2.349286070048759001e+00 -inf 0.000000000000000000e+00
5.673616822364007930e+03 2.062651997453794905e+01 8.896987534426465949e-01 1.438255342448875318e+00 2.691357716602934325e+00 2.245554857508639479e+00 -inf 0.000000000000000000e+00
5.689500962396888099e+03 3.061744851064175776e+01 9.588662660655239423e-01 1.904169659685584159e+00 2.557945496803571750e+00 2.654733676985690849e+00 -inf 0.000000000000000000e+00
5.566971796300008464e+03 2.628385959355773238e+01 5.233944057378405734e-01 1.000989608513067841e+00 2.135832555510872588e+00 2.412390922814825700e+00 -inf 0.000000000000000000e+00
5.596665911661501923e+03 1.043563077368868974e+01 1.541102753524515312e-01 1.543957241314270146e+00 2.290797784524193581e+00 2.011667785513131967e+00 -inf 0.000000000000000000e+00
5.644309859436379156e+03 2.380618359011030805e+01 9.617699182334660257e-01 1.243102485888418762e+00 2.505309588674464738e+00 2.342361163841194305e+00 -inf 0.000000000000000000e+00
5.599073419388254479e+03 2.644178034259449461e+01 1.821736970710699510e-01 1.500400434562476182e+00 2.141686800141764824e+00 2.325284331325961240e+00 -inf 0.000000000000000000e+00
5.688299077000959187e+03 1.712351861796653907e+01 7.520991522256283979e-01 1.984250034963849885e+00 2.787552901603729261e+00 2.998251587584700228e+00 -inf 0.000000000000000000e+00
5.535995567236115676e+03 3.233549076960301960e+01 1.098382139476050401e-01 1.781974058815448902e+00 2.151828436164110236e+00 2.407886880086158143e+00 -inf 0.000000000000000000e+00
5.620495820988225205e+03 2.785933790221940143e+01 7.438419123929360666e-01 1.959397392534699023e+00 2.233206200804027208e+00 2.745218695542285481e+00 -inf 0.000000000000000000e+00
5.670875908635007363e+03 1.966508671619010329e+01 5.126941109756050219e-01 1.773935103108311928e+00 2.349011365532636120e+00 2.291603456783210202e+00 -inf 0.000000000000000000e+00
5.619630038093798248e+03 1.018910905467854633e+01 1.734952236468355058e-01 1.914976752964197226e+00 2.660044818640936448e+00 2.408808042609563937e+00 -inf 0.000000000000000000e+00
5.694076112279042718e+03 2.266943581071897640e+01 5.444891316692023198e-01 1.199307620529586949e+00 2.609901792427223644e+00 2.601154557512029619e+00 -inf 0.000000000000000000e+00
5.623697426261399414e+03 2.758490210399782327e+01 6.137110583448385226e-01 1.990651921414807290e+00 2.138551648677706751e+00 2.500468864656729906e+00 -inf 0.000000000000000000e+00
5.530874561579513284e+03 2.976721709065348875e+01 6.953496398343173013e-01 1.807858733072852386e+00 2.123437383571618042e+00 2.486365378324238762e+00 -inf 0.000000000000000000e+00
5.669828464753827575e+03 3.328613426338574754e+01 8.323194963748715702e-01 1.160603505067594465e+00 2.329474901168887335e+00 2.204141721537316467e+00 -inf 0.000000000000000000e+00
5.606828248747949146e+03 2.633985778555844703e+01 1.263974706596629194e-01 1.347318310112721740e+00 2.433437440242672167e+00 2.198022495248667330e+00 -inf 0.000000000000000000e+00
5.638224769237124747e+03 2.917389470788633687e+01 9.902418206141322399e-01 1.323326640800732701e+00 2.194359735838417258e+00 2.852606408187133180e+00 -inf 0.000000000000000000e+00
5.633304456102313452e+03 1.606271690067078595e+01 2.720225166618545631e-01 1.664627358293262915e+00 2.653351167101209107e+00 2.972712831164219693e+00 -inf 0.000000000000000000e+00
5.634584593421630416e+03 3.215308997136229152e+01 9.268199260817580054e-01 1.996271171896211172e+00 2.930122670042537791e+00 2.513841252183212305e+00 -inf 0.000000000000000000e+00
5.673635036940754617e+03 2.845036843897668888e+01 1.637160881873631624e-01 1.037387645993522511e+00 2.059585180218821421e+00 2.276218081314788311e+00 -inf 0.000000000000000000e+00
5.661983602553980745e+03 1.781892052971171836e+01 6.998528072317663495e-01 1.668168979026150023e+00 2.034951365968410641e+00 2.355717978318642825e+00 -inf 0.000000000000000000e+00
5.585030657817808788e+03 1.528786201874730466e+01 8.768895285927135186e-01 1.032376989051526639e+00 2.051745966469522564e+00 2.916108299846038143e+00 -inf 0.000000000000000000e+00
5.509892724152377923e+03 2.834803678872460964e+01 7.151652054038564188e-01 1.039306979109632767e+00 2.261318959962640651e+00 2.899847575871883798e+00 -inf 0.000000000000000000e+00
5.546416130592198897e+03 2.105974424487857988e+01 2.339681337093876268e-01 1.406172868646866858e+00 2.752488450066258530e+00 2.477370723036939282e+00 -inf 0.000000000000000000e+00
5.530427626661448812e+03 1.716942789171464767e+01 4.546947082834053022e-01 1.496685674992216608e+00 2.782710556968715387e+00 2.395592546971152093e+00 -inf 0.000000000000000000e+00
5.504839067925509880e+03 2.151968185615221074e+01 6.699603029049625569e-01 1.073238358813269233e+00 2.447815209033663564e+00 2.411443889346150282e+00 -inf 0.000000000000000000e+00
5.664105118127909009e+03 2.304568130758869415e+01 4.775905975072813892e-01 1.871456256625248171e+00 2.323385128536340272e+00 2.035090635249760638e+00 -inf 0.000000000000000000e+00
5.688219413951884235e+03 1.808907842395178278e+01 5.635818892274523373e-01 1.542951908732084654e+00 2.676300179132124590e+00 2.198457032783000198e+00 -inf 0.000000000000000000e+00
5.564383890397791220e+03 2.594389752389903592e+01 9.970271610064307399e-01 1.197883260919127002e+00 2.322002403857816866e+00 2.781847910038893090e+00 -inf 0.000000000000000000e+00
5.687619467338177856e+03 3.348195884783834231e+01 7.063189258903105339e-01 1.824707976644609264e+00 2.762835374236578101e+00 2.392497865080697839e+00 -inf 0.000000000000000000e+00
5.633636771603749366e+03 2.233702583291766075e+01 5.711573057633166917e-01 1.059442450135959168e+00 2.824116363585456480e+00 2.443256255426268453e+00 -inf 0.000000000000000000e+00
5.548015534728361672e+03 3.260907632611503004e+01 3.676318500078642471e-01 1.360547807193301484e+00 2.574917844649042831e+00 2.066332769544145798e+00 -inf 0.000000000000000000e+00
5.644660002860446184e+03 1.771921336126962743e+01 8.095396920983758404e-01 1.789958982528666365e+00 2.049072927173189562e+00 2.359890007640911946e+00 -inf 0.000000000000000000e+00
5.581380157309778951e+03 1.534910008030026773e+01 1.457262165001926846e-01 1.297112454616989874e+00 2.515768282150412372e+00 2.363490418935314974e+00 -inf 0.000000000000000000e+00
5.575484130221690066e+03 1.711677680133409041e+01 8.406963434911035593e-01 1.104325381324906985e+00 2.444720116014048372e+00 2.869388361248011332e+00 -inf 0.000000000000000000e+00
5.625206714470361476e+03 2.755096495462020556e+01 2.107392099900929905e-01 1.310489285074728727e+00 2.853381049354425159e+00 2.764346962169907496e+00 -inf 0.000000000000000000e+00
5.697254358924658845e+03 3.346322364347246037e+01 7.885350628628089442e-01 1.328079383449262130e+00 2.099960019447785431e+00 2.513973720912666465e+00 -inf 0.000000000000000000e+00
5.644505754077745223e+03 1.366007183468604858e+01 4.754414136149840431e-01 1.815073381518561568e+00 2.001204623978018571e+00 2.876002650578291853e+00 -inf 0.000000000000000000e+00
5.681257044265658806e+03 3.369734113191704239e+01 6.643783434422193546e-01 1.661401171817542544e+00 2.861066808176678578e+00 2.167010602110483575e+00 -inf 0.000000000000000000e+00
5.619931534809646109e+03 1.718732196153995773e+01 5.938136833150242655e-01 1.710374458318797863e+00 2.170457417667801092e+00 2.995296574054754135e+00 -inf 0.000000000000000000e+00
5.609550378625213853e+03 2.672292930022759805e+01 4.605589471141743330e-01 1.779703334998493425e+00 2.485644726344282240e+00 2.786480967405864373e+00 -inf 0.000000000000000000e+00
5.631063709906184158e+03 2.903313626875870312e+01 7.965932869746045197e-01 1.311288805914070155e+00 2.130547210243051381e+00 2.037506104073421920e+00 -inf 0.000000000000000000e+00
5.645862022219800565e+03 2.146544232178469969e+01 2.354244365487917212e-01 1.684645076439027722e+00 2.900686274631583572e+00 2.144025504974301555e+00 -inf 0.000000000000000000e+00
5.593394165923774381e+03 3.093968273633867483e+01 9.434476640640221401e-01 1.942131463195980290e+00 2.041388013709800386e+00 2.641468515053175370e+00 -inf 0.000000000000000000e+00
5.526961706696778492e+03 1.378961816566630105e+01 5.336148642941742626e-01 1.670202863040766150e+00 2.163700171719730392e+00 2.087397491453482523e+00 -inf 0.000000000000000000e+00
5.597413918668723454e+03 3.381955549518113457e+01 4.739092544005076846e-01 1.427717041368240292e+00 2.935536225094205864e+00 2.308797723781907507e+00 -inf 0.000000000000000000e+00
5.626065295067869556e+03 2.086382453127821890e+01 9.960134505914567393e-01 1.393642320674223445e+00 2.025541157489536115e+00 2.325658506302830553e+00 -inf 0.000000000000000000e+00
5.560674917587864002e+03 3.170841287845328438e+01 7.880836410875113884e-01 1.191329517122610593e+00 2.645963924023418734e+00 2.013428494731738905e+00 -inf 0.000000000000000000e+00
5.564274110630491123e+03 1.679557035260800291e+01 8.248792100839797969e-01 1.318419313743503185e+00 2.529604421013619486e+00 2.760442831011797438e+00 -inf 0.000000000000000000e+00
5.606655273948588729e+03 3.374089631196669359e+01 3.251611852834491723e-01 1.552701772591148721e+00 2.572764511703220958e+00 2.720541603813925402e+00 -inf 0.000000000000000000e+00
5.565675005464462629e+03 2.459888144074158234e+01 2.456832040193454025e-01 1.165322495515950907e+00 2.406475081535286886e+00 2.458171442382673710e+00 -inf 0.000000000000000000e+00
5.569654467267430846e+03 2.640315094249168837e+01 8.010859342709850672e-01 1.050406854350642405e+00 2.055198825830780507e+00 2.318219370959887726e+00 -inf 0.000000000000000000e+00
5.669645135491206020e+03 3.491029082026685160e+01 3.907846001579876605e-01 1.722799836691168762e+00 2.898494549520871377e+00 2.455137071636129154e+00 -inf 0.000000000000000000e+00
5.616827436874793420e+03 1.823447901592081521e+01 7.945808597686528918e-01 1.064777762669273820e+00 2.447388416171622616e+00 2.631364078326645206e+00 -inf 0.000000000000000000e+00
5.610279664339381270e+03 3.310387715209867565e+01 1.105469566393097181e-01 1.315249477079066809e+00 2.356624720095238601e+00 2.293952523208866889e+00 -inf 0.000000000000000000e+00
5.606256835127196609e+03 1.422592725698165239e+01 5.465295985837261838e-01 1.897273565341656809e+00 2.482824946507633079e+00 2.253262428513974402e+00 -inf 0.000000000000000000e+00
5.555585085545163565e+03 1.482694226226393042e+01 2.006548535397669197e-01 1.822077423001674523e+00 2.554220527129817953e+00 2.373395830086811209e+00 -inf 0.000000000000000000e+00
5.633972972932897392e+03 1.720102151831700255e+01 9.298672159090556333e-01 1.894981752889006277e+00 2.334445772260960617e+00 2.346075573031660255e+00 -inf 0.000000000000000000e+00
5.575213240967472302e+03 2.186200343891803755e+01 7.720550973568794939e-01 1.272277332235822289e+00 2.942345792401739324e+00 2.471519597305239735e+00 -inf 0.000000000000000000e+00
5.546604674641270321e+03 3.038650362532784399e+01 2.027049098001130201e-01 1.332044126888413782e+00 2.084820821524476120e+00 2.489008983988469481e+00 -inf 0.000000000000000000e+00
5.509657436089943076e+03 2.533545647110918253e+01 9.400232128999179704e-01 1.442812657979760882e+00 2.745071539101639591e+00 2.686425953789867815e+00 -inf 0.000000000000000000e+00
5.686202459198886572e+03 1.985725502980648116e+01 5.895401276492880926e-01 1.599370890501226050e+00 2.163217463095020054e+00 2.096153226061089114e+00 -inf 0.000000000000000000e+00
5.641646926617907411e+03 2.832775319030731254e+01 4.150779670744887406e-01 1.914654420602432960e+00 2.219447707625513910e+00 2.034397105877407519e+00 -inf 0.000000000000000000e+00
5.623599300305080760e+03 3.364652218642390835e+01 8.638935441232001855e-01 1.864253366717582683e+00 2.801076589968910735e+00 2.994379601746748332e+00 -inf 0.000000000000000000e+00
5.523530261096446338e+03 3.486602576771121420e+01 8.874950650806824326e-01 1.580822311925729640e+00 2.995261645402492956e+00 2.050641854013585341e+00 -inf 0.000000000000000000e+00
5.535917278956831069e+03 2.417552045860242060e+01 4.205825083883150128e-01 1.255245942773075107e+00 2.796149391290475350e+00 2.662868553252050408e+00 -inf 0.000000000000000000e+00
5.591913024272761504e+03 2.663106958339834307e+01 8.326442696431680668e-01 1.309693715247468138e+00 2.705873635382253006e+00 2.226283482344652676e+00 -inf 0.000000000000000000e+00
5.583589858487824131e+03 1.566950238731302214e+01 8.773922794812405446e-01 1.693812683641463090e+00 2.684153468915086549e+00 2.122172490257006494e+00 -inf 0.000000000000000000e+00
5.642081525169523047e+03 1.872731097682407153e+01 5.817774392808306994e-01 1.422260861791659226e+00 2.435518693252552325e+00 2.029087270594439385e+00 -inf 0.000000000000000000e+00
5.619625606337307545e+03 3.486327454480947807e+01 3.890258232234931057e-01 1.932387767997973960e+00 2.843775702071203337e+00 2.312858307918656653e+00 -inf 0.000000000000000000e+00
5.543109035266866158e+03 2.157037499845264250e+01 4.789127011739302553e-01 1.107840119943652724e+00 2.635574223812886974e+00 2.252884510726350875e+00 -inf 0.000000000000000000e+00
5.563673076126425258e+03 1.223882203245031874e+01 1.164155493849506617e-01 1.026656448664744481e+00 2.821368520363142895e+00 2.742602917772990256e+00 -inf 0.000000000000000000e+00
5.684772618825316385e+03 1.528183061468265436e+01 8.550651680900205331e-01 1.572116537366547995e+00 2.055162519707173896e+00 2.667134094664302069e+00 -inf 0.000000000000000000e+00
5.593874142806586860e+03 1.135631469015293860e+01 7.765030453651393660e-01 1.106441460069691463e+00 2.049943303779231840e+00 2.489607387238738756e+00 -inf 0.000000000000000000e+00
5.689888146855982995e+03 1.112901605646207059e+01 2.226294996045587449e-01 1.331399260956877217e+00 2.674292440660198444e+00 2.829742200712468847e+00 -inf 0.000000000000000000e+00
5.556900001149670970e+03 2.623376580630475274e+01 8.417364911720991438e-01 1.142854733834695491e+00 2.697897643713966342e+00 2.487330056028523195e+00 -inf 0.000000000000000000e+00
5.566775888669583765e+03 2.157490387674776855e+01 3.563238884889412539e-01 1.251330503076601985e+00 2.865531184532466025e+00 2.625993466537164700e+00 -inf 0.000000000000000000e+00
5.655828307943909749e+03 2.873191092329546592e+01 5.113828582271400247e-01 1.558435679153898468e+00 2.244645106876524743e+00 2.270257835828251913e+00 -inf 0.000000000000000000e+00
5.548718783656078813e+03 1.701704967269710878e+01 9.621531363196142994e-01 1.859196001165569712e+00 2.926571296306282655e+00 2.580014940139381707e+00 -inf 0.000000000000000000e+00
