# mu sigma alow ahigh nlow nhigh logL logPrior
5.530514554934900843e+03 2.421024038117975152e+01 5.754018498265545123e-01 1.951428763753593199e+00 2.480359178510016083e+00 2.502559563382550145e+00 -inf 0.000000000000000000e+00
5.607375638584881926e+03 3.048005167660395642e+01 1.514040742799739048e-01 1.669421743074548825e+00 2.767116628379472587e+00 2.708115361977603719e+00 -inf 0.000000000000000000e+00
5.659373436745039726e+03 2.394402071068623883e+01 9.692528787929148848e-01 1.147156899892997295e+00 2.029647000535415469e+00 2.593893492624771646e+00 -inf 0.000000000000000000e+00
5.522813139748532194e+03 3.377024625210305686e+01 3.931366729828125184e-01 1.193618690153777084e+00 2.457811648897427759e+00 2.920402571093087651e+00 -inf 0.000000000000000000e+00
5.675813832302935225e+03 1.631539387616325598e+01 4.132079135824116012e-01 1.182588731580308750e+00 2.901796051370991947e+00 2.706528163171797452e+00 -inf 0.000000000000000000e+00
5.645331692312428459e+03 3.250219592024269133e+01 8.012474206923918540e-01 1.599154780604292281e+00 2.291125244897874946e+00 2.151395264407431895e+00 -inf 0.000000000000000000e+00
5.567034931829886773e+03 2.643879442894548504e+01 1.660082892693563461e-01 1.055006395406223652e+00 2.323194813921176660e+00 2.590481804462986037e+00 -inf 0.000000000000000000e+00
5.670779713425128648e+03 1.717656062500022429e+01 2.557605041333129714e-01 1.134021205998842818e+00 2.994653828644294524e+00 2.179497869469392057e+00 -inf 0.000000000000000000e+00
5.563509364605439259e+03 2.420728511647767789e+01 1.084137170502200709e-01 1.900648621155091922e+00 2.977241430922587195e+00 2.556894679136834991e+00 -inf 0.000000000000000000e+00
5.516954768678838263e+03 1.832506164322749953e+01 7.555858087327047556e-01 1.142435373341817328e+00 2.552468939497545719e+00 2.273043259683685591e+00 -inf 0.000000000000000000e+00
5.694899027617451793e+03 2.669467265362594333e+01 3.300879577907256945e-01 1.108311494182728785e+00 2.776180723173882203e+00 2.782477992600202121e+00 -inf 0.000000000000000000e+00
5.652320782861498628e+03 3.286007783173309349e+01 6.927605037481803230e-01 1.568367581572932323e+00 2.201755692452978419e+00 2.698296375551761273e+00 -inf 0.000000000000000000e+00
5.690439081963095305e+03 3.224908217855012538e+01 9.942106265768563267e-01 1.818703510203925511e+00 2.545122166179719869e+00 2.451254054964098206e+00 -inf 0.000000000000000000e+00
5.678111437585771455e+03 3.433161977796672204e+01 6.340701966120727562e-01 1.366074497720470848e+00 2.323094692966249486e+00 2.871423255048697776e+00 -inf 0.000000000000000000e+00
5.543126812597679418e+03 2.837362971405491052e+01 4.290571786304671065e-01 1.801602598502760166e+00 2.782735591975376011e+00 2.701355379236693111e+00 -inf 0.000000000000000000e+00
5.624555317320639915e+03 2.234206614367780119e+01 8.564839301066398125e-01 1.712096986943647314e+00 2.443908981415852555e+00 2.031034861133332647e+00 -inf 0.000000000000000000e+00
5.572647952038719268e+03 2.826804478525846775e+01 5.280099157752774497e-01 1.344416970122002564e+00 2.640880434996018877e+00 2.126205321614399679e+00 -inf 0.000000000000000000e+00
5.534293052192850155e+03 2.842716234221304106e+01 2.143264542151621654e-01 1.369649874946626822e+00 2.604334004836026395e+00 2.103104438855647018e+00 -inf 0.000000000000000000e+00
5.660474836467442401e+03 3.363883089605310772e+01 9.811349379405438498e-01 1.881232246338927050e+00 2.627681921463975279e+00 2.930486533402665739e+00 -inf 0.000000000000000000e+00
5.644957990620488090e+03 2.791694715138390492e+01 1.369707099257654881e-01 1.439481775167474886e+00 2.282069783116087880e+00 2.334995968891927287e+00 -inf 0.000000000000000000e+00
5.516705401408879879e+03 2.902122867643464943e+01 5.583452024475585862e-01 1.661047417608452204e+00 2.630314442484281479e+00 2.370926827457527253e+00 -inf 0.000000000000000000e+00
5.589348030346169253e+03 2.037770550493982924e+01 5.323496572120659520e-01 1.983323573388466210e+00 2.373423707353537360e+00 2.012406981727713706e+00 -inf 0.000000000000000000e+00
5.684380667559806170e+03 3.183190175860519844e+01 4.165721394288298685e-01 1.630133112502292203e+00 2.357826959341691175e+00 2.212819937648465185e+00 -inf 0.000000000000000000e+00
5.544663844624530611e+03 2.048909479327069150e+01 1.656191989702601175e-01 1.650839070136692399e+00 2.755686148950937664e+00 2.932101226311812248e+00 -inf 0.000000000000000000e+00
5.575280831916399620e+03 1.742318208623833442e+01 4.347498812447351257e-01 1.827699358803634322e+00 2.901139535250294887e+00 2.427303784857496094e+00 -inf 0.000000000000000000e+00
5.500437886164624615e+03 1.104913111411675430e+01 2.276086448464881840e-01 1.598237185105166658e+00 2.106460522011860625e+00 2.297158986174317796e+00 -inf 0.000000000000000000e+00
5.511678397982426759e+03 2.553312150628403998e+01 1.204124285123049781e-01 1.855054686131656805e+00 2.306337202866272307e+00 2.758783444753904135e+00 -inf 0.000000000000000000e+00
5.612655022027973246e+03 1.095410455446620368e+01 6.089650516538540614e-01 1.658873488648208605e+00 2.183266349392678052e+00 2.797411308091138693e+00 -inf 0.000000000000000000e+00
5.622473485893789984e+03 2.389133461124342261e+01 6.665423901601459367e-01 1.686180075331102035e+00 2.240382537522786599e+00 2.787927787979539662e+00 -inf 0.000000000000000000e+00
5.671295491411914554e+03 2.819490038996547909e+01 7.231106290743649634e-01 1.472350939070184772e+00 2.856872941934500698e+00 2.664743333904306066e+00 -inf 0.000000000000000000e+00
5.566675188455064927e+03 2.295363748140783144e+01 4.552197251006553369e-01 1.031049598356361230e+00 2.576839843133120755e+00 2.850251745348860943e+00 -inf 0.000000000000000000e+00
5.690297773034729289e+03 2.707446992770666583e+01 1.685462933764251825e-01 1.410077942772486992e+00 2.041901398771736709e+00 2.174186831575378953e+00 -inf 0.000000000000000000e+00
5.613080401112950312e+03 1.432227926499651005e+01 6.099494301500015814e-01 1.514004252949541218e+00 2.868870887547376736e+00 2.720347247930952950e+00 -inf 0.000000000000000000e+00
5.680718269414059250e+03 1.694037495583430086e+01 3.309988889633391773e-01 1.699703262861410824e+00 2.901568896248939211e+00 2.983692325121578115e+00 -inf 0.000000000000000000e+00
5.628182562485249036e+03 1.825018471338027126e+01 6.460076946062440761e-01 1.822159788575890449e+00 2.627965065461161487e+00 2.117923057500710193e+00 -inf 0.000000000000000000e+00
5.557175534670231173e+03 3.466868038344661329e+01 4.886207636418319344e-01 1.574234413783064390e+00 2.527242076674230287e+00 2.197653049377512602e+00 -inf 0.000000000000000000e+00
5.533141686444966581e+03 2.252476144805496361e+01 9.911836540767827719e-01 1.393991811308646689e+00 2.714013265276614906e+00 2.175904269423272641e+00 -inf 0.000000000000000000e+00
5.514139235750088119e+03 1.394057715781243267e+01 2.454022121579523263e-01 1.283637082262139240e+00 2.536706025564066103e+00 2.773238714893210499e+00 -inf 0.000000000000000000e+00
5.676068716255440449e+03 2.593478617393513019e+01 8.673420162290977897e-01 1.597955371524427015e+00 2.693846660302062990e+00 2.537176673146601225e+00 -inf 0.000000000000000000e+00
5.677846016693139063e+03 1.130666065642049034e+01 8.048653307136710566e-01 1.145173269101692259e+00 2.058698425987947278e+00 2.058994580855538103e+00 -inf 0.000000000000000000e+00
5.510394245973605393e+03 2.289965221103964410e+01 4.644965980893821511e-01 1.999649593770193690e+00 2.108570010552644369e+00 2.327384302494781121e+00 -inf 0.000000000000000000e+00
5.699565986411620543e+03 2.002785979345123479e+01 8.950021898258134767e-01 1.569138580527433824e+00 2.953240889644416445e+00 2.885387244155236619e+00 -inf 0.000000000000000000e+00
5.655857118316388551e+03 1.079520157590431140e+01 9.663566768051286004e-01 1.519635444231402399e+00 2.207791011453994479e+00 2.875097806738650785e+00 -inf 0.000000000000000000e+00
5.544830295800518797e+03 1.346648316342274043e+01 7.527153587555818204e-01 1.973788909507497191e+00 2.535481876595347739e+00 2.444797998000490580e+00 -inf 0.000000000000000000e+00
5.504422235603701665e+03 2.514970850788736101e+01 9.683168715610120936e-01 1.967591480966935258e+00 2.930028809260539990e+00 2.184679831996032107e+00 -inf 0.000000000000000000e+00
5.624592431672288512e+03 2.032406674407830138e+01 4.267550819849355026e-01 1.036602941344841433e+00 2.868148709571877841e+00 2.672828212628149291e+00 -inf 0.000000000000000000e+00
5.517494322812344762e+03 3.217414848090986368e+01 8.042180956888570487e-01 1.317304411262960162e+00 2.818313787387006997e+00 2.507555068242348195e+00 -inf 0.000000000000000000e+00
5.504238660353613341e+03 2.083804395571954160e+01 5.016817503584146687e-01 1.238819989407229816e+00 2.830245731841075418e+00 2.744764176613053053e+00 -inf 0.000000000000000000e+00
5.617295800192033312e+03 2.232169631413704991e+01 5.386202918570737186e-01 1.266740695922920379e+00 2.605011101439716814e+00 2.753543720990287103e+00 -inf 0.000000000000000000e+00
5.554116845590646335e+03 2.305758207831189921e+01 1.884956771922050300e-01 1.713636674969478690e+00 2.884040594015981895e+00 2.567054421228003314e+00 -inf 0.000000000000000000e+00
5.698896315779446013e+03 1.446849425656395383e+01 1.109800776649852438e-01 1.456998480557080811e+00 2.931751941854950694e+00 2.846024688217874576e+00 -inf 0.000000000000000000e+00
5.594665975214052196e+03 3.256387565119338490e+01 3.033959737036282522e-01 1.304153738656586459e+00 2.714993881513523277e+00 2.724091483437876882e+00 -inf 0.000000000000000000e+00
5.503735287884735953e+03 1.714532758397202628e+01 6.224377017208500007e-01 1.930786632090169874e+00 2.338996901678763063e+00 2.120083123069666176e+00 -inf 0.000000000000000000e+00
5.603254541705150586e+03 2.748017658278335063e+01 3.687766093688273905e-01 1.861609615279177898e+00 2.905807195392873687e+00 2.768583251847784421e+00 -inf 0.000000000000000000e+00
5.552246328147501117e+03 3.346138990491621712e+01 9.447782099620120055e-01 1.745044547107877708e+00 2.910735042847310439e+00 2.237224708794535388e+00 -inf 0.000000000000000000e+00
5.598993470424078623e+03 3.024695847024836937e+01 9.591092054429471991e-01 1.637483254523969478e+00 2.910849752725652273e+00 2.692136751195767896e+00 -inf 0.000000000000000000e+00
5.508588597869817022e+03 3.083967251719977654e+01 4.329536643787362804e-01 1.936557000901331760e+00 2.483052875176523067e+00 2.125331607168421399e+00 -inf 0.000000000000000000e+00
5.692890836751956158e+03 1.042564577440025531e+01 7.089136885689132361e-01 1.140439966210831990e+00 2.155312853283220420e+00 2.649557747054879453e+00 -inf 0.000000000000000000e+00
5.696330843227696278e+03 2.737018538454021410e+01 7.857765037325378232e-01 1.425209182802865904e+00 2.138893443966810803e+00 2.216186303160080584e+00 -inf 0.000000000000000000e+00
5.652940054479859100e+03 1.136514672886476340e+01 5.411106902207060143e-01 1.180690181705164044e+00 2.630924846452892041e+00 2.551242033356640349e+00 -inf 0.000000000000000000e+00
5.613416242896755648e+03 3.045862438340707001e+01 9.450885734258426263e-01 1.192901414864348197e+00 2.712844024292455192e+00 2.697939804240562456e+00 -inf 0.000000000000000000e+00
5.551659299740753340e+03 3.289519548918258351e+01 5.791223679194485996e-01 1.557964419408346401e+00 2.322772268165149256e+00 2.338630782598557278e+00 -inf 0.000000000000000000e+00
5.566460310808323811e+03 3.447045513981865383e+01 2.828936759877846985e-01 1.667026060064748183e+00 2.574784266941895883e+00 2.051975286569549528e+00 -inf 0.000000000000000000e+00
5.608567620518032527e+03 1.519872787346577425e+01 1.819811617433960693e-01 1.869855712008931636e+00 2.027369779496864144e+00 2.968624522196245508e+00 -inf 0.000000000000000000e+00
5.565499977914958436e+03 2.025694894668959734e+01 2.219897935415010293e-01 1.127066310744953892e+00 2.413983979764137366e+00 2.617443736039193780e+00 -inf 0.000000000000000000e+00
5.526453380573470895e+03 3.436203044645696991e+01 2.625715922000763092e-01 1.760349911196315897e+00 2.482161815204417810e+00 2.768078868144261406e+00 -inf 0.000000000000000000e+00
5.560579688565953802e+03 1.037937726938633887e+01 5.170318178202588655e-01 1.703337078919016978e+00 2.066040892909655202e+00 2.669011417656804497e+00 -inf 0.000000000000000000e+00
5.569095811168432192e+03 2.479303681507736812e+01 3.061481120263968014e-01 1.267568362477752952e+00 2.932826985639699124e+00 2.826145058783856800e+00 -inf 0.000000000000000000e+00
5.529088638566702684e+03 2.617509024733337242e+01 8.955560487998507346e-01 1.741360534155746098e+00 2.515710799344517579e+00 2.135251843564827112e+00 -inf 0.000000000000000000e+00
5.507976730521069840e+03 3.085804580222421478e+01 2.053520823652974225e-01 1.523102313610054104e+00 2.873058468256550313e+00 2.038707836966327402e+00 -inf 0.000000000000000000e+00
5.638478157358740646e+03 2.190671195331641030e+01 2.523380396125484149e-01 1.063171892251983719e+00 2.032224091951774447e+00 2.242430856380034587e+00 -inf 0.000000000000000000e+00
5.522541364934812918e+03 2.012475043499603089e+01 1.378656741184629275e-01 1.926565449401864250e+00 2.935262908603797793e+00 2.810426897489613829e+00 -inf 0.000000000000000000e+00
5.537668615686601697e+03 2.468295558476279083e+01 9.131595000955106123e-01 1.967342264736350987e+00 2.067539214933314717e+00 2.317586071717185447e+00 -inf 0.000000000000000000e+00
5.639372594215165918e+03 2.600663438824831886e+01 6.693609822841084522e-01 1.828750649079310175e+00 2.713110426731597968e+00 2.335480227165258160e+00 -inf 0.000000000000000000e+00
5.533538935368173043e+03 2.911724540803296790e+01 4.233835562329921753e-01 1.088004781645623531e+00 2.729567599641644193e+00 2.881049928380668756e+00 -inf 0.000000000000000000e+00
5.508252776238116894e+03 1.437169403664948319e+01 4.780876734099850367e-01 1.340606579302684231e+00 2.044768915805128096e+00 2.112891313908587421e+00 -inf 0.000000000000000000e+00
5.587608297572995070e+03 1.177683010059030444e+01 8.346205968914839346e-01 1.866115648292684615e+00 2.131119841918881708e+00 2.193219449673825316e+00 -inf 0.000000000000000000e+00
5.587498550354765939e+03 3.427313311692460474e+01 7.964748678498619894e-01 1.131776471709422527e+00 2.927179863681322658e+00 2.827796579745708971e+00 -inf 0.000000000000000000e+00
5.578546333072064954e+03 1.351426615312540491e+01 1.469227052735669892e-01 1.092729315418805358e+00 2.886989630363514525e+00 2.168150967216030622e+00 -inf 0.000000000000000000e+00
5.572577322383079263e+03 2.635704714389769876e+01 6.443397580239960121e-01 1.394992872246067162e+00 2.374605400191654780e+00 2.063072771768472258e+00 -inf 0.000000000000000000e+00
5.585791805566432231e+03 2.799302315134791996e+01 7.912278010341805556e-01 1.194368145681449001e+00 2.862870769092099366e+00 2.028721953279713830e+00 -inf 0.000000000000000000e+00
5.680425763332494171e+03 1.591364699808408290e+01 2.157258346578669883e-01 1.317875788029360340e+00 2.848761295516380798e+00 2.832297746711226694e+00 -inf 0.000000000000000000e+00
5.569130270496388221e+03 1.599927970843551250e+01 5.822087981387772393e-01 1.271466935821112809e+00 2.034430874444376869e+00 2.627085590221483358e+00 -inf 0.000000000000000000e+00
5.604040092189136885e+03 1.104889535251058064e+01 7.817254920632338289e-01 1.988349762955501809e+00 2.801400958222814985e+00 2.343981086325991114e+00 -inf 0.000000000000000000e+00
5.567078248501721646e+03 1.878928507494410383e+01 4.986511114131322309e-01 1.579493435219587738e+00 2.617560909235844946e+00 2.177117487967160425e+00 -inf 0.000000000000000000e+00
