# mu sigma alow ahigh nlow nhigh logL logPrior
5.612151516202555285e+03 3.172076341975122915e+01 4.824216512536134704e-01 1.561704023877623193e+00 2.438446946424659867e+00 2.566850115878570371e+00 -inf 0.000000000000000000e+00
5.612271343054253521e+03 3.186891237378148389e+01 9.432932031580942844e-01 1.722673767023801705e+00 2.084268296995243297e+00 2.988682478660522168e+00 -inf 0.000000000000000000e+00
5.553369970569129691e+03 2.895232744518625623e+01 9.096828027949174222e-01 1.337598886128656517e+00 2.333590852213140110e+00 2.764984155311147607e+00 -inf 0.000000000000000000e+00
5.643280496616714117e+03 3.138313396913535058e+01 5.204616487443499695e-01 1.559031640373531369e+00 2.345327699546841949e+00 2.672443287034886428e+00 -inf 0.000000000000000000e+00
5.686685364967195710e+03 2.576039846251690335e+01 3.578549985243861808e-01 1.627115064561765134e+00 2.779037572665726152e+00 2.694023770638270587e+00 -inf 0.000000000000000000e+00
5.614411053718044968e+03 2.167325233901512505e+01 6.815265596483648380e-01 1.339746000338492671e+00 2.437283800397249678e+00 2.531282811721612624e+00 -inf 0.000000000000000000e+00
5.593049124966721138e+03 1.941901281662294565e+01 9.426655518561094516e-01 1.173314660857138314e+00 2.159384009538540372e+00 2.613866873767336507e+00 -inf 0.000000000000000000e+00
5.583693792187536019e+03 1.187776924843970860e+01 3.983612407739577366e-01 1.675469781604979058e+00 2.150017483394787376e+00 2.671236757899481784e+00 -inf 0.000000000000000000e+00
5.530060303473515887e+03 2.712249343557611425e+01 9.102217726373165174e-01 1.657372658049753866e+00 2.401499356744368985e+00 2.143251208423053278e+00 -inf 0.000000000000000000e+00
5.537595263123031145e+03 1.763700223547111534e+01 1.762830989290157246e-01 1.390721692844861135e+00 2.984045087988741241e+00 2.761721328390677854e+00 -inf 0.000000000000000000e+00
5.553567834061754183e+03 1.581914216712103816e+01 5.520129561744416824e-01 1.243607268434723245e+00 2.004468662921751410e+00 2.939566775741244253e+00 -inf 0.000000000000000000e+00
5.663195982115019433e+03 1.249183225588494039e+01 6.330790860039637868e-01 1.788798471495737008e+00 2.055726398114941400e+00 2.779120253234914184e+00 -inf 0.000000000000000000e+00
5.516115609941285584e+03 2.268913107771362547e+01 4.101042719154381899e-01 1.179652091869658026e+00 2.644879719184505262e+00 2.585018672716829613e+00 -inf 0.000000000000000000e+00
5.504084676304127242e+03 3.381990318734105472e+01 1.543913531298828634e-01 1.269076383451846812e+00 2.757935527487489935e+00 2.570605566039276368e+00 -inf 0.000000000000000000e+00
5.591635471301686266e+03 1.814316280310227825e+01 5.891164168949560853e-01 1.703394753219972024e+00 2.703325197375779698e+00 2.300254397084632974e+00 -inf 0.000000000000000000e+00
5.618199329529779789e+03 2.678176285186599515e+01 4.492876549613094017e-01 1.803313902172588135e+00 2.651656245735067419e+00 2.618536921441285692e+00 -inf 0.000000000000000000e+00
5.589104444616958972e+03 1.243897194011058360e+01 8.422162443983138846e-01 1.880649278461489660e+00 2.299179447398553400e+00 2.859503144186873680e+00 -inf 0.000000000000000000e+00
5.576006420534455174e+03 1.246880048340392655e+01 4.757240104940608783e-01 1.619357536978514700e+00 2.905300761905617257e+00 2.639007948987402763e+00 -inf 0.000000000000000000e+00
5.573238920259950646e+03 1.251225960296551598e+01 9.769760842827330816e-01 1.092779566467439345e+00 2.189463758095125279e+00 2.774288769366575647e+00 -inf 0.000000000000000000e+00
5.678216430724370184e+03 2.511391920832430813e+01 6.349221539583701501e-01 1.922172615205921087e+00 2.923811037587630501e+00 2.551294905996656759e+00 -inf 0.000000000000000000e+00
5.571916956621290410e+03 2.955055730969162653e+01 4.146850429527914050e-01 1.339508397661389516e+00 2.225804611515441067e+00 2.382683463094798615e+00 -inf 0.000000000000000000e+00
5.665334093189187115e+03 3.012077996677624370e+01 7.278264087573385055e-01 1.184006687096832433e+00 2.894247065896102367e+00 2.119853302058854805e+00 -inf 0.000000000000000000e+00
5.554954923263378987e+03 2.688546434754981362e+01 5.359333272672124338e-01 1.893586640145052513e+00 2.963137607177370736e+00 2.123939542848871209e+00 -inf 0.000000000000000000e+00
5.559291682345434310e+03 2.032761665900307690e+01 7.114690210332668130e-01 1.187800136497306536e+00 2.673447652175514833e+00 2.972414395715578195e+00 -inf 0.000000000000000000e+00
5.579440645544339532e+03 2.837082200333065174e+01 9.037667563350346711e-01 1.569588012858444515e+00 2.191228384857531797e+00 2.137622439325121082e+00 -inf 0.000000000000000000e+00
5.558561190694689685e+03 2.545929394903552634e+01 5.710151717991107656e-01 1.320123551911853266e+00 2.210698911411486556e+00 2.364140315544142723e+00 -inf 0.000000000000000000e+00
5.648805116329916927e+03 2.388147454378314194e+01 8.342697869065264227e-01 1.881940709208555162e+00 2.317670139847531452e+00 2.957485551527085921e+00 -inf 0.000000000000000000e+00
5.511941323780787570e+03 1.573126682495069772e+01 2.019743373240723838e-01 1.032778322006002281e+00 2.532474949706864820e+00 2.030443506341328863e+00 -inf 0.000000000000000000e+00
5.505300477761209549e+03 1.858877823969750409e+01 9.647073199219543538e-01 1.238867873373892037e+00 2.731582883223096392e+00 2.709419045062959164e+00 -inf 0.000000000000000000e+00
5.511128756881419577e+03 3.214421050133339008e+01 9.817084586984458072e-01 1.882436771551413202e+00 2.828425323387317114e+00 2.603280662711187965e+00 -inf 0.000000000000000000e+00
5.515504169831726358e+03 1.489055110662719983e+01 9.735987959409049264e-01 1.792443729373337513e+00 2.936260870068033491e+00 2.623414662571033062e+00 -inf 0.000000000000000000e+00
5.588873764680222848e+03 1.570950295102574401e+01 3.744629819231233281e-01 1.928511082377822650e+00 2.125351395895691553e+00 2.643356255661367005e+00 -inf 0.000000000000000000e+00
5.611176658133502315e+03 1.441507934141788816e+01 7.071450267901659981e-01 1.440385077335831099e+00 2.545872072890991156e+00 2.113660518700238189e+00 -inf 0.000000000000000000e+00
5.510034006507060440e+03 1.512689730006113109e+01 2.525347716224614070e-01 1.846969629855456763e+00 2.627676203516662756e+00 2.971254576781785062e+00 -inf 0.000000000000000000e+00
5.662969904457187113e+03 2.801262740909900373e+01 2.803465126530784168e-01 1.884974897897263801e+00 2.781843556692572328e+00 2.300409599691697338e+00 -inf 0.000000000000000000e+00
5.593209550204192055e+03 2.376988008598902269e+01 2.043981717201409920e-01 1.942426681602221983e+00 2.890500026321689564e+00 2.925409664378161079e+00 -inf 0.000000000000000000e+00
5.696784490673022447e+03 1.537817367392342227e+01 5.284631768647640726e-01 1.608583311891758072e+00 2.694781665638208867e+00 2.938482668008768339e+00 -inf 0.000000000000000000e+00
5.682800609720089597e+03 3.478482742497531888e+01 4.102268935530315463e-01 1.843087938580294072e+00 2.988512932253069465e+00 2.199901150543958295e+00 -inf 0.000000000000000000e+00
5.679818058301721067e+03 1.017212190991258502e+01 2.177180141846219996e-01 1.695930304601623417e+00 2.863222883392226858e+00 2.991980142848107427e+00 -inf 0.000000000000000000e+00
5.585595392340596845e+03 2.420621331598545467e+01 6.362571439383225558e-01 1.357007225300049802e+00 2.892116509751845754e+00 2.941380370524274035e+00 -inf 0.000000000000000000e+00
5.691148705112198513e+03 3.187937922072413599e+01 6.558022328833668091e-01 1.882638213163728480e+00 2.921967150295730953e+00 2.141155430707312401e+00 -inf 0.000000000000000000e+00
5.697639807053231380e+03 2.059714371000110233e+01 3.193937261704464237e-01 1.508164637694541677e+00 2.987023945078921106e+00 2.812599865849099601e+00 -inf 0.000000000000000000e+00
5.673863134404513403e+03 3.214482198871069585e+01 7.870643953477250987e-01 1.146937235821759327e+00 2.111573075556451684e+00 2.160111366341535000e+00 -inf 0.000000000000000000e+00
5.502497324810542523e+03 1.692058160816871748e+01 6.174269629954823868e-01 1.862022594661057573e+00 2.928399936527060099e+00 2.822758540168570640e+00 -inf 0.000000000000000000e+00
5.550215119220459201e+03 3.036083031044179492e+01 9.401638611790363864e-01 1.258762233424269184e+00 2.843511480437861394e+00 2.744871042527372573e+00 -inf 0.000000000000000000e+00
5.528261468047442577e+03 3.151909873659879224e+01 7.181107981760823655e-01 1.406966610874962775e+00 2.479670555286734412e+00 2.558012685132620145e+00 -inf 0.000000000000000000e+00
5.522228503285979059e+03 1.595617432466017682e+01 6.550941581454251539e-01 1.622580888118876796e+00 2.897522003630552234e+00 2.854843047713294002e+00 -inf 0.000000000000000000e+00
5.675406414865521583e+03 1.577696227945875584e+01 2.257230469804295536e-01 1.381775978744042455e+00 2.804316978549521000e+00 2.540838533053985326e+00 -inf 0.000000000000000000e+00
5.592970378686854929e+03 1.568579738244556054e+01 7.329080837776023039e-01 1.619685673352876165e+00 2.061529713731000690e+00 2.105108712829063755e+00 -inf 0.000000000000000000e+00
5.629410266893693006e+03 1.771084638879288775e+01 2.002187351457901388e-01 1.529401596911480699e+00 2.419472253480884127e+00 2.854191204451101527e+00 -inf 0.000000000000000000e+00
5.656037472639686712e+03 3.381698259662727679e+01 8.916596351365472239e-01 1.989100614861491145e+00 2.895417765224744144e+00 2.284184587598554028e+00 -inf 0.000000000000000000e+00
5.614994791145063573e+03 3.490176661186791307e+01 6.868449836326919744e-01 1.975765603582597230e+00 2.775242389533926435e+00 2.144630005344978940e+00 -inf 0.000000000000000000e+00
5.516737696094418425e+03 2.680758067001557166e+01 9.169808693691577917e-01 1.239882088970402974e+00 2.065334535554342210e+00 2.686167962929395081e+00 -inf 0.000000000000000000e+00
5.589283596577399294e+03 2.368782943779784844e+01 1.789487624080933759e-01 1.991096627057415969e+00 2.872577003631674231e+00 2.764866795326395454e+00 -inf 0.000000000000000000e+00
5.678617680643726089e+03 1.528299631914526380e+01 3.247304980288055476e-01 1.379483608477484857e+00 2.259262234059594476e+00 2.633735748633236895e+00 -inf 0.000000000000000000e+00
5.513670391793973067e+03 1.868247246555729646e+01 8.223671175921212217e-01 1.424460714666104355e+00 2.006016252942992573e+00 2.093223280097701533e+00 -inf 0.000000000000000000e+00
5.699178250400579600e+03 3.397852377809329028e+01 1.036521969370822888e-01 1.178498301383041014e+00 2.780987162222872122e+00 2.147217654129717879e+00 -inf 0.000000000000000000e+00
5.617652108772161228e+03 2.255004783735999752e+01 8.925927471127799162e-01 1.283710294918510630e+00 2.097137781230761444e+00 2.388825852807191286e+00 -inf 0.000000000000000000e+00
5.554839714958371587e+03 1.051303094802000260e+01 8.551839352692001128e-01 1.515573747390096981e+00 2.419190616368298574e+00 2.130183467310549084e+00 -inf 0.000000000000000000e+00
5.573135188436159297e+03 1.719232147677590206e+01 4.573117110918137884e-01 1.434079036735758317e+00 2.408692313582285749e+00 2.490986653674851503e+00 -inf 0.000000000000000000e+00
5.661524796459992103e+03 3.199634943183978564e+01 2.621432569767571663e-01 1.521493810704572569e+00 2.159158394282038707e+00 2.486507754114271052e+00 -inf 0.000000000000000000e+00
5.675110122547000174e+03 1.724335893978467027e+01 1.105516484381110914e-01 1.008174118700825961e+00 2.391826713233329293e+00 2.294721115723765692e+00 -inf 0.000000000000000000e+00
5.560455346841384198e+03 1.309893239357489669e+01 9.349257408885257581e-01 1.371724560922155778e+00 2.157985593454768924e+00 2.635722067679474367e+00 -inf 0.000000000000000000e+00
5.508663638068369437e+03 3.008435929665404274e+01 9.936237054692840243e-01 1.073162920373830431e+00 2.609442809669928476e+00 2.190722431703973516e+00 -inf 0.000000000000000000e+00
5.557289720833007777e+03 1.280568643208285984e+01 1.647852689303935247e-01 1.688814810183374204e+00 2.654243752604272366e+00 2.001761095451922046e+00 -inf 0.000000000000000000e+00
5.682374225045991807e+03 2.349430563012576556e+01 1.135999938357306754e-01 1.031580299980779269e+00 2.556936289200703261e+00 2.140081165947689712e+00 -inf 0.000000000000000000e+00
5.632338078621917703e+03 1.655810800187957454e+01 1.822446274747007156e-01 1.130111220344168999e+00 2.710285207958874842e+00 2.124985509890616520e+00 -inf 0.000000000000000000e+00
5.570956970025872579e+03 3.083100469164196156e+01 7.686452912541926752e-01 1.469262479945515842e+00 2.029531306829146953e+00 2.218688825780163576e+00 -inf 0.000000000000000000e+00
5.645227826969507078e+03 1.133292471706908344e+01 4.331114932729255296e-01 1.814467112196294085e+00 2.622665716322493346e+00 2.904895023088248873e+00 -inf 0.000000000000000000e+00
5.525904739596210675e+03 2.402076141675665610e+01 1.143754427451374039e-01 1.145516295636913373e+00 2.784115018271058339e+00 2.735118932561502625e+00 -inf 0.000000000000000000e+00
5.591872875639676749e+03 2.761093301887309792e+01 2.262440388783076017e-01 1.242169870966920886e+00 2.534119882212019892e+00 2.211276923035097930e+00 -inf 0.000000000000000000e+00
5.643467240082677563e+03 2.779239162652800488e+01 5.758135391716767693e-01 1.673739890895106885e+00 2.849242066560953468e+00 2.187539165878852554e+00 -inf 0.000000000000000000e+00
5.566752416609313514e+03 2.765335285400550092e+01 4.810342188396653507e-01 1.040950980953891047e+00 2.823830507318008998e+00 2.975832178862779287e+00 -inf 0.000000000000000000e+00
5.663379543532754724e+03 2.021907547736356037e+01 2.311635147705292659e-01 1.287066464034850144e+00 2.556978797563203898e+00 2.315198196128192443e+00 -inf 0.000000000000000000e+00
5.515738454568979250e+03 1.997483608320168713e+01 6.749982013977101625e-01 1.588389441358056153e+00 2.769052842006370252e+00 2.336223209377398025e+00 -inf 0.000000000000000000e+00
5.691616670922664525e+03 2.876050409038405320e+01 3.351353961382280700e-01 1.082714654452740177e+00 2.737170930785961964e+00 2.908289970634107213e+00 -inf 0.000000000000000000e+00
5.509139941315198485e+03 1.257850308815712204e+01 8.820600590115800221e-01 1.656022861639092181e+00 2.911935130599406563e+00 2.799241828608680649e+00 -inf 0.000000000000000000e+00
5.638905878823780768e+03 1.842510311066790862e+01 6.065906927949049621e-01 1.407926054740862742e+00 2.853784958610852129e+00 2.326327029272902358e+00 -inf 0.000000000000000000e+00
5.612455789470837772e+03 1.893549861778429744e+01 9.313018521473739320e-01 1.599814086011230430e+00 2.016626552161313590e+00 2.257045104374618028e+00 -inf 0.000000000000000000e+00
5.624062067453924101e+03 3.182742703908749959e+01 2.947874066487786715e-01 1.772640541082183052e+00 2.965692449662662433e+00 2.845121438421648108e+00 -inf 0.000000000000000000e+00
5.532923780233168145e+03 2.411078813079820549e+01 4.897392212842575088e-01 1.823048930819203051e+00 2.998948417786580833e+00 2.205335022540285905e+00 -inf 0.000000000000000000e+00
5.567294835399697149e+03 3.110018590210976797e+01 8.913782032330332949e-01 1.797905817240249560e+00 2.035618621104664960e+00 2.374688216900971760e+00 -inf 0.000000000000000000e+00
5.526811265548885785e+03 2.692254336530599446e+01 2.944781390519757291e-01 1.069986802130105774e+00 2.086965793588164697e+00 2.916907447756786453e+00 -inf 0.000000000000000000e+00
